name,style,ABV,IBU,rating,raters,brewery_URL,rank
AmEn!,Barleywine - American,10.1,93.0,3.71,718.0,https://untappd.com/CahootsBrewing,6
BluELiner,Sour - Berliner Weisse,3.1,4.0,3.53,699.0,https://untappd.com/CahootsBrewing,7
Barrel-Aged Rabanas,Belgian Strong Golden Ale,11.1,19.0,3.79,600.0,https://untappd.com/CahootsBrewing,8
Barrel-Aged Dark & Stormy,Ginger Beer,8.5,40.0,3.47,574.0,https://untappd.com/CahootsBrewing,9
Barrel-Aged MacBeth,Scotch Ale / Wee Heavy,10.7,,4.2,470.0,https://untappd.com/CahootsBrewing,10
Krule Summer,Kölsch,5.2,20.0,3.64,413.0,https://untappd.com/CahootsBrewing,11
Krïsp,Kölsch,5.0,20.0,3.6,366.0,https://untappd.com/CahootsBrewing,12
Delilah's Boozy Bourbon Brown,Brown Ale - Imperial / Double,16.0,22.0,4.04,39.0,https://untappd.com/CahootsBrewing,13
Firkin Barrel Aged No S'more,Stout - Imperial Milk / Sweet,10.7,64.0,,1.0,https://untappd.com/CahootsBrewing,14
Heavenly Helles,Lager - Helles,5.4,20.0,3.44,6582.0,https://untappd.com/ChurchStreetBrewingCo,1
Tale of the Shony,Scottish Ale,6.4,32.0,3.38,4951.0,https://untappd.com/ChurchStreetBrewingCo,2
Brimstone,IPA - American,6.8,50.0,3.46,4700.0,https://untappd.com/ChurchStreetBrewingCo,3
Devil's Advocate,Belgian Strong Golden Ale,9.0,27.0,3.61,3596.0,https://untappd.com/ChurchStreetBrewingCo,4
Hauch von Himmel,Hefeweizen,4.8,14.0,3.43,2759.0,https://untappd.com/ChurchStreetBrewingCo,5
Crimson Clover,Red Ale - Irish,5.5,38.0,3.46,2292.0,https://untappd.com/ChurchStreetBrewingCo,6
Continental,Gluten-Free,5.3,39.0,3.34,2098.0,https://untappd.com/ChurchStreetBrewingCo,7
Itascafest,Märzen,5.1,24.0,3.5,1821.0,https://untappd.com/ChurchStreetBrewingCo,8
Magisterium,Maibock / Heller (Helles) Bock,6.5,22.0,3.56,1457.0,https://untappd.com/ChurchStreetBrewingCo,9
Holy Cow,Stout - Milk / Sweet,6.5,22.0,3.79,1427.0,https://untappd.com/ChurchStreetBrewingCo,10
Pontificator,Doppelbock,8.5,18.0,3.65,1101.0,https://untappd.com/ChurchStreetBrewingCo,11
Bob's Your Dunkel,Lager - Dunkel Munich,5.1,22.0,3.51,965.0,https://untappd.com/ChurchStreetBrewingCo,12
Mosaic Ministry,Pale Wheat Ale - American,4.8,44.0,3.62,674.0,https://untappd.com/ChurchStreetBrewingCo,13
Bell Tower,Sour - Berliner Weisse,4.3,6.0,3.53,560.0,https://untappd.com/ChurchStreetBrewingCo,14
Head in the Clouds,Kellerbier / Zwickelbier,5.4,38.0,3.57,432.0,https://untappd.com/ChurchStreetBrewingCo,15
Ctrl + Alt + Bier,Altbier,5.0,39.0,3.54,422.0,https://untappd.com/ChurchStreetBrewingCo,16
Paint It Plaid,Scotch Ale / Wee Heavy,10.9,40.0,3.84,279.0,https://untappd.com/ChurchStreetBrewingCo,17
Pils,Pilsner - Czech,5.1,23.0,3.52,91.0,https://untappd.com/ChurchStreetBrewingCo,18
Crönenbier,Porter - Imperial / Double,9.1,43.0,3.73,95.0,https://untappd.com/ChurchStreetBrewingCo,19
Conor McRedder,Red Ale - Irish,5.5,,3.66,63.0,https://untappd.com/ChurchStreetBrewingCo,20
Bobbers Brew,Lager - Pale,5.3,39.0,3.47,49.0,https://untappd.com/ChurchStreetBrewingCo,21
1837 Red Ale,Red Ale - Other,,,3.8,25.0,https://untappd.com/ChurchStreetBrewingCo,22
Phil’s Pils,Pilsner - Other,,,,2.0,https://untappd.com/ChurchStreetBrewingCo,23
Wizard Fight,IPA - American,6.2,60.0,3.82,3730.0,https://untappd.com/CorridorBrewery,1
SqueezIt OG,IPA - Imperial / Double,8.0,45.0,4.35,1375.0,https://untappd.com/CorridorBrewery,2
Cosmic Juicebox,IPA - New England,6.8,35.0,4.34,876.0,https://untappd.com/CorridorBrewery,3
Salute Your Simcoe,Pale Ale - American,5.4,,4.03,685.0,https://untappd.com/CorridorBrewery,4
Highway To Haze,IPA - American,6.8,25.0,4.2,652.0,https://untappd.com/CorridorBrewery,5
"Nibble, Nibble Little Mouse",Pumpkin / Yam Beer,6.5,,3.59,626.0,https://untappd.com/CorridorBrewery,6
Van Hazen,IPA - New England,6.5,30.0,4.14,583.0,https://untappd.com/CorridorBrewery,7
Mosaic Monsoon,IPA - American,7.0,40.0,4.22,554.0,https://untappd.com/CorridorBrewery,8
Bendy Straw,IPA - New England,6.2,30.0,4.2,559.0,https://untappd.com/CorridorBrewery,9
The Juice Beyond,IPA - Imperial New England,8.0,,4.33,463.0,https://untappd.com/CorridorBrewery,10
Mystic Fog,IPA - Imperial / Double,8.0,,4.27,506.0,https://untappd.com/CorridorBrewery,11
Pulp Hogan,IPA - American,5.3,35.0,4.12,480.0,https://untappd.com/CorridorBrewery,12
Reign In Punch,IPA - Imperial / Double,7.0,40.0,3.95,449.0,https://untappd.com/CorridorBrewery,13
Fade2Haze,Pale Ale - American,5.3,35.0,4.0,435.0,https://untappd.com/CorridorBrewery,14
Drink Me A Lot of Peaches,IPA - Imperial New England,6.8,,4.28,452.0,https://untappd.com/CorridorBrewery,15
New Wave Dance Craze,Sour - Farmhouse IPA,6.5,,4.13,419.0,https://untappd.com/CorridorBrewery,16
Ryders On the Haze,IPA - Imperial / Double,8.0,35.0,4.2,412.0,https://untappd.com/CorridorBrewery,17
Bendy Meme,IPA - Imperial / Double,7.2,,4.23,415.0,https://untappd.com/CorridorBrewery,18
Freaky Deaky,Belgian Strong Dark Ale,6.8,,3.85,386.0,https://untappd.com/CorridorBrewery,19
CocoCup,Stout - Imperial / Double,10.3,,4.08,408.0,https://untappd.com/CorridorBrewery,20
SqueezIt V3,IPA - Imperial / Double,8.0,,4.36,350.0,https://untappd.com/CorridorBrewery,21
Enjoy Every Sandwich,Kölsch,4.9,20.0,3.48,361.0,https://untappd.com/CorridorBrewery,22
Rapunzel,Belgian Tripel,9.5,30.0,3.82,361.0,https://untappd.com/CorridorBrewery,23
Nightmare On Haze Street,IPA - Triple,9.0,45.0,4.2,328.0,https://untappd.com/CorridorBrewery,24
The Reaper,Saison / Farmhouse Ale,6.66,19.0,3.55,299.0,https://untappd.com/CorridorBrewery,25
Slalom King IPA,IPA - American,7.5,60.0,3.73,4414.0,https://untappd.com/CrystalLakeBrewery,1
Beach Blonde,Lager - Pale,5.3,18.0,3.45,4294.0,https://untappd.com/CrystalLakeBrewery,2
Wake Maker,IPA - American,4.8,53.0,3.55,2733.0,https://untappd.com/CrystalLakeBrewery,3
Fox Rocker,Red Ale - American Amber / Red,5.5,22.0,3.56,1777.0,https://untappd.com/CrystalLakeBrewery,4
Overboard,Stout - Oatmeal,5.2,45.0,3.82,1353.0,https://untappd.com/CrystalLakeBrewery,5
Busted Prop,Pale Wheat Ale - American,5.6,45.0,3.56,1373.0,https://untappd.com/CrystalLakeBrewery,6
Boathouse Reserve Imperial Stout (Bourbon Barrel) (2015),Stout - Imperial / Double,10.3,70.0,4.22,785.0,https://untappd.com/CrystalLakeBrewery,7
Boathouse Reserve Bourbon Barrel-Aged Imperial Stout 2016,Stout - Imperial / Double,10.3,70.0,4.18,707.0,https://untappd.com/CrystalLakeBrewery,8
Spring Fever,Fruit Beer,5.4,17.0,3.47,656.0,https://untappd.com/CrystalLakeBrewery,9
Backflip,Witbier,5.2,14.0,3.61,549.0,https://untappd.com/CrystalLakeBrewery,10
Boathouse Reserve Barleywine Aged In Bourbon Barrel 2015,Barleywine - American,10.5,75.0,4.09,539.0,https://untappd.com/CrystalLakeBrewery,11
Papa Grande,IPA - Imperial / Double,9.5,85.0,3.96,512.0,https://untappd.com/CrystalLakeBrewery,12
Oktoberfest,Märzen,5.6,25.0,3.68,419.0,https://untappd.com/CrystalLakeBrewery,13
Last Cast,IPA - American,8.3,50.0,3.76,451.0,https://untappd.com/CrystalLakeBrewery,14
Frozen Over,English Mild Ale,6.5,25.0,3.75,390.0,https://untappd.com/CrystalLakeBrewery,15
Midnight Harvest,IPA - Black / Cascadian Dark Ale,6.3,55.0,3.75,362.0,https://untappd.com/CrystalLakeBrewery,16
Big Daddy,IPA - Imperial / Double,9.0,85.0,3.9,327.0,https://untappd.com/CrystalLakeBrewery,17
Plank Lake: Too Much Cologne,Kölsch,5.2,20.0,3.75,255.0,https://untappd.com/CrystalLakeBrewery,18
Toothless Yeti,English Mild Ale,6.5,25.0,3.62,279.0,https://untappd.com/CrystalLakeBrewery,19
Early Harvest,Saison / Farmhouse Ale,6.8,25.0,3.54,263.0,https://untappd.com/CrystalLakeBrewery,20
Boathouse Reserve Bourbon Barrel-Aged Barley Wine 2016,Barleywine - American,10.5,75.0,4.09,276.0,https://untappd.com/CrystalLakeBrewery,21
Reel Hazy,IPA - New England,6.2,25.0,3.92,248.0,https://untappd.com/CrystalLakeBrewery,22
Hotels Are Expensive,Lager - Dunkel Munich,4.8,20.0,3.75,205.0,https://untappd.com/CrystalLakeBrewery,23
Shamus is Bock,Doppelbock,7.8,20.0,3.65,190.0,https://untappd.com/CrystalLakeBrewery,24
Black Stuff,Stout - Irish Dry,4.0,30.0,3.66,167.0,https://untappd.com/CrystalLakeBrewery,25
Special Forces IPA,IPA - American,7.2,67.0,3.61,1683.0,https://untappd.com/crownbrewing,1
The Dude White Russian Java Porter,Porter - American,6.1,32.0,3.97,1724.0,https://untappd.com/crownbrewing,2
Corker Brown,Brown Ale - English,4.1,22.0,3.45,1019.0,https://untappd.com/crownbrewing,3
Ignis Fatuus (Pumpkin Ale),Pumpkin / Yam Beer,5.3,20.0,3.81,898.0,https://untappd.com/crownbrewing,4
Java Porter,Porter - Other,6.1,32.0,3.86,817.0,https://untappd.com/crownbrewing,5
Till Death Do Us Part,IPA - American,6.4,72.0,3.81,741.0,https://untappd.com/crownbrewing,6
Industrial Porter,Porter - Other,6.1,32.0,3.57,712.0,https://untappd.com/crownbrewing,7
Grand Poobah,Stout - Russian Imperial,10.0,50.0,3.82,698.0,https://untappd.com/crownbrewing,8
Beauregard Blueberry Ale,Fruit Beer,3.6,20.0,3.46,672.0,https://untappd.com/crownbrewing,9
Winter Warlock,Brown Ale - English,7.0,28.0,3.7,547.0,https://untappd.com/crownbrewing,10
Kill 'Em Ale 2X IPA,IPA - Imperial / Double,9.0,93.0,3.91,369.0,https://untappd.com/crownbrewing,11
North Pole Tree Frog Lactose IPA,IPA - American,7.2,100.0,3.89,379.0,https://untappd.com/crownbrewing,12
Flamme Rouge Raspberry Wheat,Fruit Beer,5.6,12.0,3.67,396.0,https://untappd.com/crownbrewing,13
Deraleleur Session IPA,IPA - Session / India Session Ale,4.8,45.0,3.48,335.0,https://untappd.com/crownbrewing,14
Basilisk Milk Chocolate Stout,Stout - Milk / Sweet,5.9,24.0,3.77,346.0,https://untappd.com/crownbrewing,15
Extra Sensual Pineapple E.S.P.,Extra Special / Strong Bitter,6.7,42.0,3.68,348.0,https://untappd.com/crownbrewing,16
North Pole Tadpole Ale,Pale Ale - American,6.0,45.0,3.71,277.0,https://untappd.com/crownbrewing,17
Neapolitan Stout,Stout - Milk / Sweet,5.4,20.0,3.84,285.0,https://untappd.com/crownbrewing,18
Alkoholika,Doppelbock,9.0,25.0,3.76,263.0,https://untappd.com/crownbrewing,19
Mayzie,Cream Ale,3.6,20.0,3.21,257.0,https://untappd.com/crownbrewing,20
Crown Cream Ale,Cream Ale,3.2,20.0,2.91,228.0,https://untappd.com/crownbrewing,21
Bohemian Export Pilsner,Pilsner - Czech,5.0,35.0,3.56,210.0,https://untappd.com/crownbrewing,22
Weizenhammer Weiss,Hefeweizen,5.4,20.0,3.49,199.0,https://untappd.com/crownbrewing,23
Squatch Barleywine,Barleywine - American,9.2,96.0,3.5,226.0,https://untappd.com/crownbrewing,24
Shoe Corner ESB,Extra Special / Strong Bitter,5.0,45.0,3.51,207.0,https://untappd.com/crownbrewing,25
El Train IPA,IPA - American,6.5,,3.85,978.0,https://untappd.com/CruzBlancaChi,1
La Guardia Rubia,Bière de Garde,7.2,,3.79,629.0,https://untappd.com/CruzBlancaChi,2
Barba Negra,Porter - American,6.4,,4.11,612.0,https://untappd.com/CruzBlancaChi,3
CDMX,Pilsner - German,4.9,16.0,3.55,511.0,https://untappd.com/CruzBlancaChi,4
Marigold,Sour - Ale,8.7,,3.9,506.0,https://untappd.com/CruzBlancaChi,5
Básica,Lager - IPL (India Pale Lager),6.0,,3.72,433.0,https://untappd.com/CruzBlancaChi,6
Raspberry Flamingo,Sour - Berliner Weisse,6.0,10.0,3.89,404.0,https://untappd.com/CruzBlancaChi,7
Winnow,Porter - American,6.9,,3.96,395.0,https://untappd.com/CruzBlancaChi,8
Freetown,IPA - Imperial / Double,9.3,,4.13,349.0,https://untappd.com/CruzBlancaChi,9
Smoke Alley,Witbier,4.0,16.0,3.62,349.0,https://untappd.com/CruzBlancaChi,10
She Only Wants Me For...,IPA - American,6.8,,3.81,357.0,https://untappd.com/CruzBlancaChi,11
Das Bueno,Doppelbock,7.0,,3.81,264.0,https://untappd.com/CruzBlancaChi,12
Palm Shade,IPA - American,6.9,,3.84,238.0,https://untappd.com/CruzBlancaChi,13
Pastry War,Lager - Vienna,5.9,,3.66,239.0,https://untappd.com/CruzBlancaChi,14
Medianoche,Stout - Imperial Milk / Sweet,9.0,,4.1,239.0,https://untappd.com/CruzBlancaChi,15
Rey Gordo,Stout - Imperial / Double,10.0,,4.23,220.0,https://untappd.com/CruzBlancaChi,16
La Guardia Ambar,Bière de Garde,7.5,,3.69,220.0,https://untappd.com/CruzBlancaChi,17
La Guardia Morena,Bière de Garde,9.0,,3.73,215.0,https://untappd.com/CruzBlancaChi,18
Paloma Beer,Saison / Farmhouse Ale,8.0,,3.83,199.0,https://untappd.com/CruzBlancaChi,19
Sr. Worldwide,Brown Ale - Imperial / Double,12.0,,4.1,182.0,https://untappd.com/CruzBlancaChi,20
Gringo Honeymoon,Lager - Pale,5.0,,3.72,165.0,https://untappd.com/CruzBlancaChi,21
3 Kings,IPA - Imperial / Double,8.5,,3.96,180.0,https://untappd.com/CruzBlancaChi,22
Coconut Train IPA,IPA - American,7.0,,3.83,175.0,https://untappd.com/CruzBlancaChi,23
Salerosa,Sour - Gose,4.2,10.0,3.96,171.0,https://untappd.com/CruzBlancaChi,24
Larger Than Lager,Lager - American Amber / Red,8.3,,3.79,161.0,https://untappd.com/CruzBlancaChi,25
Providence Coffee Milk Stout,Stout - Milk / Sweet,5.2,,3.81,767.0,https://untappd.com/DryCity,1
Stout-Man,Stout - Imperial / Double,11.0,,3.84,345.0,https://untappd.com/DryCity,2
I Saved The King,Scotch Ale / Wee Heavy,7.2,,3.71,276.0,https://untappd.com/DryCity,3
Baby's Toupée,Red Ale - American Amber / Red,5.3,,3.44,290.0,https://untappd.com/DryCity,4
Ryejacked,IPA - Rye,6.7,,3.42,221.0,https://untappd.com/DryCity,5
Chocolate Pretzel Stout,Stout - Other,5.4,,3.65,198.0,https://untappd.com/DryCity,6
Light as the Breeze,Golden Ale,4.9,,3.56,158.0,https://untappd.com/DryCity,7
Ye Old Ale,Old Ale,8.1,,3.36,158.0,https://untappd.com/DryCity,8
Pumpkin Pyro,Pumpkin / Yam Beer,5.3,,3.66,156.0,https://untappd.com/DryCity,9
Wild Fachan Ale,American Wild Ale,7.2,,3.31,151.0,https://untappd.com/DryCity,10
MiracAle,Red Ale - American Amber / Red,5.2,,3.23,141.0,https://untappd.com/DryCity,11
'Til Your Tart's Content,Sour - Ale,8.2,,3.46,130.0,https://untappd.com/DryCity,12
Breakfast of Champions,Pale Wheat Ale - American,4.7,,3.47,117.0,https://untappd.com/DryCity,13
Invader,IPA - American,6.6,,3.63,121.0,https://untappd.com/DryCity,14
Swinging Door,Blonde Ale,5.2,,2.58,96.0,https://untappd.com/DryCity,15
Zig Zag Brown,Brown Ale - American,5.4,,3.65,82.0,https://untappd.com/DryCity,16
Rocket Fuel,IPA - Imperial / Double,8.4,,3.54,83.0,https://untappd.com/DryCity,17
Proverbial IPA,IPA - American,6.6,,3.49,62.0,https://untappd.com/DryCity,18
Zingibier,Saison / Farmhouse Ale,4.6,,3.15,69.0,https://untappd.com/DryCity,19
Homophonic Wheat (Wheaton Wheaten),Pale Wheat Ale - American,4.5,,3.04,69.0,https://untappd.com/DryCity,20
Cloak & Dagger,IPA - Imperial / Double,8.5,85.0,3.59,62.0,https://untappd.com/DryCity,21
Charlemagne,IPA - Belgian,6.7,,3.28,64.0,https://untappd.com/DryCity,22
Rye Pale,Pale Ale - American,5.6,,3.38,63.0,https://untappd.com/DryCity,23
Kilty Plea,Scottish Ale,4.5,,3.49,54.0,https://untappd.com/DryCity,24
Patient Zero,Pale Ale - American,5.2,,3.54,40.0,https://untappd.com/DryCity,25
Lager,Lager - Helles,4.8,22.0,3.71,3167.0,https://untappd.com/DovetailBrewery,1
Hefeweizen,Hefeweizen,4.8,16.0,3.8,2694.0,https://untappd.com/DovetailBrewery,2
Rauchbier,Rauchbier,5.3,30.0,3.71,1798.0,https://untappd.com/DovetailBrewery,3
Pilsner,Pilsner - Czech,4.6,35.0,3.66,1132.0,https://untappd.com/DovetailBrewery,4
Dunkelweizen,Dunkelweizen,4.5,16.0,3.69,1085.0,https://untappd.com/DovetailBrewery,5
Vienna Lager,Lager - Vienna,5.1,27.0,3.74,892.0,https://untappd.com/DovetailBrewery,6
Holiday Bock,Bock,7.6,30.0,3.78,793.0,https://untappd.com/DovetailBrewery,7
Dunkel,Lager - Dunkel Munich,5.1,26.0,3.75,728.0,https://untappd.com/DovetailBrewery,8
Hopfenlager,Lager - Dortmunder / Export,4.8,35.0,3.66,650.0,https://untappd.com/DovetailBrewery,9
Maibock,Maibock / Heller (Helles) Bock,6.7,30.0,3.82,594.0,https://untappd.com/DovetailBrewery,10
Grodziskie,Grätzer / Grodziskie,3.8,35.0,3.6,523.0,https://untappd.com/DovetailBrewery,11
Festbier,Festbier,6.7,25.0,3.76,491.0,https://untappd.com/DovetailBrewery,12
X01,Rauchbier,5.5,30.0,3.81,500.0,https://untappd.com/DovetailBrewery,13
Rauchweizen,Rauchbier,5.1,35.0,3.66,407.0,https://untappd.com/DovetailBrewery,14
White,Witbier,5.0,16.0,3.75,329.0,https://untappd.com/DovetailBrewery,15
Ur-weiss,Hefeweizen,3.8,14.0,3.73,260.0,https://untappd.com/DovetailBrewery,16
Radler,Shandy / Radler,2.4,11.0,3.65,213.0,https://untappd.com/DovetailBrewery,17
Winter Bock,Doppelbock,7.6,30.0,3.82,175.0,https://untappd.com/DovetailBrewery,18
Pils,Pilsner - Other,5.2,45.0,3.77,135.0,https://untappd.com/DovetailBrewery,19
Russ'n,Shandy / Radler,2.4,8.0,3.69,139.0,https://untappd.com/DovetailBrewery,20
Barrel Aged Rauch Doppelbock (Koval Rye),Doppelbock,9.5,,3.85,99.0,https://untappd.com/DovetailBrewery,21
R&R;,Shandy / Radler,,,3.69,88.0,https://untappd.com/DovetailBrewery,22
Rauch Doppelbock,Rauchbier,9.0,40.0,3.56,86.0,https://untappd.com/DovetailBrewery,23
Zoigl,Zoigl,4.0,20.0,3.98,77.0,https://untappd.com/DovetailBrewery,24
End of Winter Bock,Bock,7.6,30.0,3.77,74.0,https://untappd.com/DovetailBrewery,25
Shark Meets Hipster,Pale Wheat Ale - American,6.5,50.0,3.74,5422.0,https://untappd.com/DryHopBrewers,1
Batch 001,Cream Ale,4.6,,3.2,1116.0,https://untappd.com/DryHopBrewers,2
Milkstachio,Stout - Milk / Sweet,6.0,,4.03,905.0,https://untappd.com/DryHopBrewers,3
The Angry Samoan,Stout - Milk / Sweet,5.5,20.0,3.75,814.0,https://untappd.com/DryHopBrewers,4
Mr. Banana Grabber,Hefeweizen,4.5,,3.51,779.0,https://untappd.com/DryHopBrewers,5
Vampire For Your Love,Saison / Farmhouse Ale,6.2,,3.57,640.0,https://untappd.com/DryHopBrewers,6
The Judge,Pale Ale - American,5.6,45.0,3.74,547.0,https://untappd.com/DryHopBrewers,7
Too Many Puppies,IPA - American,7.0,,3.91,523.0,https://untappd.com/DryHopBrewers,8
Starry Night In Sleepy Hollow,Pumpkin / Yam Beer,7.0,20.0,3.6,530.0,https://untappd.com/DryHopBrewers,9
Head Full Of Zombies,IPA - American,6.6,,3.71,486.0,https://untappd.com/DryHopBrewers,10
Heat Miser Meets Yuppie,IPA - American,6.6,,3.64,478.0,https://untappd.com/DryHopBrewers,11
Throw A Brick,Pale Ale - American,6.4,50.0,3.78,448.0,https://untappd.com/DryHopBrewers,12
Snuffleupagus IS NOT A Muppet,Saison / Farmhouse Ale,5.5,,3.76,471.0,https://untappd.com/DryHopBrewers,13
Moustache and a Supernova,Belgian Strong Dark Ale,8.6,21.0,3.66,425.0,https://untappd.com/DryHopBrewers,14
Dopesmoker,Smoked Beer,7.2,,3.67,445.0,https://untappd.com/DryHopBrewers,15
Violet Beauregarde,Saison / Farmhouse Ale,6.0,20.0,3.52,431.0,https://untappd.com/DryHopBrewers,16
Lil' Sister,Sour - Berliner Weisse,3.8,,3.86,380.0,https://untappd.com/DryHopBrewers,17
Wolves Loose in Köln,Kölsch,5.2,25.0,3.54,394.0,https://untappd.com/DryHopBrewers,18
Dandelion Disco Ball,Pale Ale - American,7.0,63.0,3.75,408.0,https://untappd.com/DryHopBrewers,19
Heisenberg,Altbier,5.0,,3.47,410.0,https://untappd.com/DryHopBrewers,20
Tart Down For What?!,Sour - Ale,5.0,,3.4,410.0,https://untappd.com/DryHopBrewers,21
We Need A Bigger Boat,IPA - Imperial / Double,8.3,,3.88,339.0,https://untappd.com/DryHopBrewers,22
The Sharkler,Shandy / Radler,3.0,,3.76,304.0,https://untappd.com/DryHopBrewers,23
Hazy Shade of Hipster,IPA - White,6.5,50.0,3.8,341.0,https://untappd.com/DryHopBrewers,24
My Mirrors Are Black,Stout - Other,5.5,,3.68,319.0,https://untappd.com/DryHopBrewers,25
Gravity Wave IPA,IPA - Imperial / Double,6.3,70.0,3.88,16.0,https://untappd.com/DLitchsBeer,1
Corporate Bureaucracy Wet Hop,IPA - American,6.0,,,9.0,https://untappd.com/DLitchsBeer,2
Tangent Wave IPA,IPA - American,6.3,,,7.0,https://untappd.com/DLitchsBeer,3
Anaconda,Belgian Strong Golden Ale,11.0,,,8.0,https://untappd.com/DLitchsBeer,4
North Shore Blonde,Blonde Ale,7.3,,,6.0,https://untappd.com/DLitchsBeer,5
ACL Kolsxv,Kölsch,4.3,,,8.0,https://untappd.com/DLitchsBeer,6
Corn Silk Cream Ale,Cream Ale,7.0,,,6.0,https://untappd.com/DLitchsBeer,7
Depot APA,Pale Ale - American,5.9,65.0,,7.0,https://untappd.com/DLitchsBeer,8
Hopaleño Pale Ale,Pale Ale - American,3.9,,,7.0,https://untappd.com/DLitchsBeer,9
Muscleluxury,Dark Ale,7.1,,,7.0,https://untappd.com/DLitchsBeer,10
Ripped Rye IPA,IPA - Rye,9.4,,,4.0,https://untappd.com/DLitchsBeer,11
Smokasaurus Rye,Rye Beer,,,,5.0,https://untappd.com/DLitchsBeer,12
Allihopa,Roggenbier,6.0,,,5.0,https://untappd.com/DLitchsBeer,13
Cerveza Reposado,Belgian Tripel,11.0,,,3.0,https://untappd.com/DLitchsBeer,14
Otter Be Good,Pale Ale - American,5.1,,,4.0,https://untappd.com/DLitchsBeer,15
Stoutlier,Stout - American,5.6,,,3.0,https://untappd.com/DLitchsBeer,16
Agawak American Brown,Brown Ale - American,6.4,,,1.0,https://untappd.com/DLitchsBeer,17
SHASPA,IPA - Session / India Session Ale,5.4,,,1.0,https://untappd.com/DLitchsBeer,18
Elote Ale,Blonde Ale - Belgian Blonde / Golden,5.0,10.0,,1.0,https://untappd.com/DLitchsBeer,19
Polys Punch,Pale Ale - American,5.63,55.0,3.69,157.0,https://untappd.com/ElderBrewing,1
Cream of the Castle,Cream Ale,4.99,14.0,3.72,147.0,https://untappd.com/ElderBrewing,2
Makin Me Late IPA,IPA - American,6.15,71.0,3.69,138.0,https://untappd.com/ElderBrewing,3
The Stout Shaker,Stout - American,5.9,76.0,3.85,80.0,https://untappd.com/ElderBrewing,4
Trapped Tidal Wheat,Pale Wheat Ale - American,5.8,25.0,3.76,75.0,https://untappd.com/ElderBrewing,5
Hidden Pluton,Stout - American,5.3,76.0,3.66,72.0,https://untappd.com/ElderBrewing,6
The Old Gang Orchestra,Brown Ale - American,6.0,30.0,3.74,55.0,https://untappd.com/ElderBrewing,7
Keep of the Castle,Cream Ale,4.99,14.0,3.45,14.0,https://untappd.com/ElderBrewing,8
Uncle Jack's Gris Gris,IPA - American,7.0,70.0,,9.0,https://untappd.com/ElderBrewing,9
King Candy,Cream Ale,5.5,14.0,,9.0,https://untappd.com/ElderBrewing,10
World's End,IPA - American,6.8,80.0,3.64,2845.0,https://untappd.com/EmmettsBrewingCo,1
Peace Keeper,Pale Wheat Ale - American,5.3,45.0,3.52,1952.0,https://untappd.com/EmmettsBrewingCo,2
Munich Light,Lager - Helles,4.5,18.0,3.31,1554.0,https://untappd.com/EmmettsBrewingCo,3
Cow Tipper,Stout - Milk / Sweet,4.5,25.0,3.61,912.0,https://untappd.com/EmmettsBrewingCo,4
Melee,Brown Ale - American,5.2,20.0,3.56,846.0,https://untappd.com/EmmettsBrewingCo,5
Double Talk Double IPA,IPA - Imperial / Double,9.0,100.0,3.76,710.0,https://untappd.com/EmmettsBrewingCo,6
Hefeweizen,Hefeweizen,5.0,12.0,3.7,487.0,https://untappd.com/EmmettsBrewingCo,7
Oatmeal Stout,Stout - Oatmeal,4.6,,3.64,482.0,https://untappd.com/EmmettsBrewingCo,8
Robust Porter,Porter - American,5.5,,3.49,448.0,https://untappd.com/EmmettsBrewingCo,9
Irish Dry Stout,Stout - Irish Dry,5.0,,3.5,412.0,https://untappd.com/EmmettsBrewingCo,10
Rye IPA,IPA - Rye,,,3.67,364.0,https://untappd.com/EmmettsBrewingCo,11
Oktoberfest,Märzen,5.6,,3.62,333.0,https://untappd.com/EmmettsBrewingCo,12
Barrel Aged Bruiser,Stout - American Imperial / Double,10.5,,3.84,351.0,https://untappd.com/EmmettsBrewingCo,13
Flying Bus IPA,IPA - American,6.0,70.0,3.57,337.0,https://untappd.com/EmmettsBrewingCo,14
Imperial Stout,Stout - American Imperial / Double,10.0,,3.85,314.0,https://untappd.com/EmmettsBrewingCo,15
Chocolate Sweet Stout,Stout - Milk / Sweet,4.0,21.0,3.7,303.0,https://untappd.com/EmmettsBrewingCo,16
Belgian-Style Saison Ale,Saison / Farmhouse Ale,6.0,,3.4,235.0,https://untappd.com/EmmettsBrewingCo,17
Rafferty Irish Red Ale,Red Ale - Irish,,,3.53,210.0,https://untappd.com/EmmettsBrewingCo,18
Sucker Punch Double Black IPA,IPA - Black / Cascadian Dark Ale,9.0,87.0,3.83,213.0,https://untappd.com/EmmettsBrewingCo,19
1871 Lager,Pilsner - Imperial / Double,6.5,,3.55,147.0,https://untappd.com/EmmettsBrewingCo,20
Loco Notion,Pale Ale - American,4.3,80.0,3.47,189.0,https://untappd.com/EmmettsBrewingCo,21
West Coast IPA,IPA - American,6.5,,3.76,189.0,https://untappd.com/EmmettsBrewingCo,22
Belgian Tripel,Belgian Tripel,9.0,,3.81,190.0,https://untappd.com/EmmettsBrewingCo,23
Munich Dunkel,Lager - Dunkel Munich,,,3.63,174.0,https://untappd.com/EmmettsBrewingCo,24
Greed Belgian Dubbel,Belgian Dubbel,7.5,,3.74,164.0,https://untappd.com/EmmettsBrewingCo,25
Fools Gold,Stout - Milk / Sweet,6.8,,3.98,300.0,https://untappd.com/ElmhurstBrewingCompany,1
