name,style,ABV,IBU,rating,raters,brewery_URL,rank
Sex and Candy,IPA - American,7.5,,3.83,10417.0,https://untappd.com/18thStreetBrewery,1
Hunter,Stout - Milk / Sweet,8.0,,4.03,8483.0,https://untappd.com/18thStreetBrewery,2
Rise of the Angels,IPA - Imperial / Double,7.7,,3.95,8402.0,https://untappd.com/18thStreetBrewery,3
Temporal Purgatory,Pale Ale - American,5.9,,3.91,7669.0,https://untappd.com/18thStreetBrewery,4
Candi Crushable,IPA - Session / India Session Ale,5.5,,3.75,7045.0,https://untappd.com/18thStreetBrewery,5
Deal With The Devil,IPA - Imperial / Double,8.5,75.0,4.11,5906.0,https://untappd.com/18thStreetBrewery,6
Jade,Pale Ale - American,7.2,,3.82,6190.0,https://untappd.com/18thStreetBrewery,7
Bitches' Bank,Stout - Russian Imperial,12.0,,4.29,5339.0,https://untappd.com/18thStreetBrewery,8
Imperial Blud,Stout - Russian Imperial,10.5,,4.25,4977.0,https://untappd.com/18thStreetBrewery,9
Grapefruit Dead,IPA - Imperial / Double,8.6,75.0,4.08,4353.0,https://untappd.com/18thStreetBrewery,10
Villain,IPA - Imperial / Double,8.4,,4.03,4354.0,https://untappd.com/18thStreetBrewery,11
Cascade Express,IPA - Session / India Session Ale,5.0,,3.66,4570.0,https://untappd.com/18thStreetBrewery,12
Under Crown,IPA - Imperial / Double,8.6,80.0,4.1,3856.0,https://untappd.com/18thStreetBrewery,13
Black Exodus,Stout - Oatmeal,7.7,,3.89,3868.0,https://untappd.com/18thStreetBrewery,14
Devil's Conclave,Stout - Milk / Sweet,8.2,,4.08,3906.0,https://untappd.com/18thStreetBrewery,15
Sinister,IPA - Imperial / Double,9.5,,4.03,3277.0,https://untappd.com/18thStreetBrewery,16
Lake Street Express,IPA - Session / India Session Ale,4.7,,3.76,3127.0,https://untappd.com/18thStreetBrewery,17
The Fox And the Goat,Pale Ale - American,5.31,,3.81,3377.0,https://untappd.com/18thStreetBrewery,18
Cone Crusher,IPA - Imperial / Double,8.6,,3.94,2850.0,https://untappd.com/18thStreetBrewery,19
Zero Discipline,IPA - Imperial / Double,8.0,,4.16,2906.0,https://untappd.com/18thStreetBrewery,20
"Oh, So Pretty",Saison / Farmhouse Ale,6.1,,3.68,3034.0,https://untappd.com/18thStreetBrewery,21
Ed-PA,IPA - English,6.2,,3.71,2571.0,https://untappd.com/18thStreetBrewery,22
Here Comes the Reaper,IPA - American,6.3,,3.93,2667.0,https://untappd.com/18thStreetBrewery,23
Psychedelic Lines,IPA - English,7.5,,3.76,2430.0,https://untappd.com/18thStreetBrewery,24
Devil's Cup,Pale Ale - American,6.6,,3.83,2153.0,https://untappd.com/18thStreetBrewery,25
Howdy Neighbor,Kölsch,5.2,25.0,3.69,2921.0,https://untappd.com/350Brewing,1
Crook ,IPA - American,6.9,65.0,3.79,2136.0,https://untappd.com/350Brewing,2
I Hate Mondays,Porter - Other,9.5,,4.11,1419.0,https://untappd.com/350Brewing,3
Stupid Kid,Pale Ale - American,5.5,45.0,3.69,1424.0,https://untappd.com/350Brewing,4
Heavy Metal Garbage Man,IPA - Imperial / Double,8.6,90.0,3.77,918.0,https://untappd.com/350Brewing,5
DreamSickle,Fruit Beer,5.666,20.0,3.72,774.0,https://untappd.com/350Brewing,6
Ruckus,Golden Ale,4.8,22.0,3.43,816.0,https://untappd.com/350Brewing,7
Pokinatcha,IPA - American,7.5,70.0,3.84,635.0,https://untappd.com/350Brewing,8
Kick The Can,Cream Ale,5.5,20.0,3.32,513.0,https://untappd.com/350Brewing,9
Coconut Cream Dream,Stout - Milk / Sweet,8.0,,4.06,433.0,https://untappd.com/350Brewing,10
Rated R Bumper Car,IPA - Imperial / Double,10.5,140.0,4.01,428.0,https://untappd.com/350Brewing,11
Rt. 83 Imperial Red,Red Ale - Imperial / Double,9.0,90.0,3.7,435.0,https://untappd.com/350Brewing,12
Gypsy Knuckles Irish Stout,Stout - Irish Dry,4.2,32.0,3.67,429.0,https://untappd.com/350Brewing,13
Coolidge Session IPA,IPA - Session / India Session Ale,3.8,55.0,3.57,426.0,https://untappd.com/350Brewing,14
Hopshaped Guitar,Pale Ale - American,5.3,,3.68,428.0,https://untappd.com/350Brewing,15
Disconnected,IPA - Black / Cascadian Dark Ale,5.4,42.0,3.69,402.0,https://untappd.com/350Brewing,16
350 Porter w/Vanilla Beans,Porter - Other,6.2,40.0,3.86,405.0,https://untappd.com/350Brewing,17
Double Crook,IPA - Imperial / Double,11.0,,3.96,384.0,https://untappd.com/350Brewing,18
Hold Your Horses,Red Ale - Irish,5.5,30.0,3.56,397.0,https://untappd.com/350Brewing,19
350 Porter W/Caramel-Vanilla Coffee Beans,Porter - Other,6.2,40.0,4.09,365.0,https://untappd.com/350Brewing,20
Dropout,Stout - American,7.3,45.0,3.69,348.0,https://untappd.com/350Brewing,21
Moon Stomper,Pale Ale - American,5.4,,3.71,356.0,https://untappd.com/350Brewing,22
Koko Beware (Batch 1),Stout - Russian Imperial,12.5,,4.26,311.0,https://untappd.com/350Brewing,23
Harry Patersbier,Patersbier,5.5,30.0,3.3,308.0,https://untappd.com/350Brewing,24
Captain Hopvious Super Pale Ale,Pale Ale - American,5.6,35.0,3.51,339.0,https://untappd.com/350Brewing,25
Zombie Dust,Pale Ale - American,6.2,50.0,4.4,159434.0,https://untappd.com/3floyds,1
Gumballhead,Pale Wheat Ale - American,5.6,35.0,4.03,115680.0,https://untappd.com/3floyds,2
Alpha King,Pale Ale - American,6.66,68.0,4.0,115418.0,https://untappd.com/3floyds,3
Yum Yum,Pale Ale - American,5.5,55.0,3.81,81971.0,https://untappd.com/3floyds,4
Space Station Middle Finger,Pale Ale - American,6.0,50.0,3.94,61474.0,https://untappd.com/3floyds,5
Robert the Bruce,Scotch Ale / Wee Heavy,7.0,30.0,3.89,48430.0,https://untappd.com/3floyds,6
Dreadnaught,IPA - Imperial / Double,9.5,100.0,4.23,45410.0,https://untappd.com/3floyds,7
Arctic Panzer Wolf,IPA - Imperial / Double,9.0,100.0,4.15,40033.0,https://untappd.com/3floyds,8
Permanent Funeral,IPA - Imperial / Double,10.5,100.0,4.34,35165.0,https://untappd.com/3floyds,9
Alpha Klaus,Porter - American,6.0,39.0,3.89,33304.0,https://untappd.com/3floyds,10
Pride & Joy Mild Ale,English Mild Ale,5.0,42.0,3.71,23286.0,https://untappd.com/3floyds,11
LazerSnake,IPA - American,7.0,55.0,3.99,30643.0,https://untappd.com/3floyds,12
Moloko,Stout - Milk / Sweet,8.0,30.0,4.04,28006.0,https://untappd.com/3floyds,13
Necron 99,IPA - American,7.3,61.0,3.85,29362.0,https://untappd.com/3floyds,14
Apocalypse Cow,IPA - Imperial / Double,11.0,100.0,4.12,26715.0,https://untappd.com/3floyds,15
War Mullet,IPA - Imperial / Double,8.1,85.0,3.99,26674.0,https://untappd.com/3floyds,16
Jinx Proof,Lager - Dortmunder / Export,5.1,35.0,3.55,22110.0,https://untappd.com/3floyds,17
Cimmerian Sabertooth Berzerker,IPA - Imperial / Double,9.0,100.0,4.02,23461.0,https://untappd.com/3floyds,18
Broo Doo,IPA - American,7.0,80.0,4.0,21601.0,https://untappd.com/3floyds,19
BackMasking,Stout - Oatmeal,8.0,32.0,3.93,22663.0,https://untappd.com/3floyds,20
Wigsplitter,Stout - Imperial Oatmeal,7.7,54.0,4.18,22206.0,https://untappd.com/3floyds,21
Blackheart,IPA - English,8.5,78.0,3.87,16803.0,https://untappd.com/3floyds,22
Blot Out The Sun,Stout - American Imperial / Double,10.4,97.0,4.04,17252.0,https://untappd.com/3floyds,23
Live a Rich Life,IPA - Belgian,9.5,100.0,4.0,15825.0,https://untappd.com/3floyds,24
Deesko!,Sour - Berliner Weisse,6.5,,3.79,16009.0,https://untappd.com/3floyds,25
5 Lizard Latin-Style Witbier,Witbier,4.3,20.0,3.48,19318.0,https://untappd.com/5Rabbit,1
5 Vulture Oaxacan Style Dark Ale,Spiced / Herbed Beer,6.4,35.0,3.52,12475.0,https://untappd.com/5Rabbit,2
Gringolandia Super Pils,Pilsner - Imperial / Double,7.2,65.0,3.59,11716.0,https://untappd.com/5Rabbit,3
5 Rabbit Golden Ale,Golden Ale,5.3,32.0,3.45,9573.0,https://untappd.com/5Rabbit,4
Paletas Guava,Fruit Beer,3.5,16.0,3.23,8418.0,https://untappd.com/5Rabbit,5
Yodo Con Leche,Porter - Imperial / Double,8.0,38.0,4.04,8364.0,https://untappd.com/5Rabbit,6
5 Grass Hoppy Ale,Spiced / Herbed Beer,6.4,60.0,3.31,5584.0,https://untappd.com/5Rabbit,7
Vida y Muerte Muertzenbier,Märzen,6.3,24.0,3.72,5084.0,https://untappd.com/5Rabbit,8
Gringolandia Fabulosa Porter,Porter - Other,5.0,27.0,3.55,5042.0,https://untappd.com/5Rabbit,9
Gringolandia Ironica IPA,IPA - American,6.66,70.0,3.75,4752.0,https://untappd.com/5Rabbit,10
Chinga Tu Pelo,Blonde Ale,4.8,25.0,3.63,3580.0,https://untappd.com/5Rabbit,11
Lulo Galáctico Telefantástico,IPA - Imperial / Double,8.0,70.0,3.91,3391.0,https://untappd.com/5Rabbit,12
El Bizarron,Porter - Imperial / Double,8.8,35.0,3.84,3273.0,https://untappd.com/5Rabbit,13
Gringolandia Magnifica Wheat,Pale Wheat Ale - American,4.8,38.0,3.51,2970.0,https://untappd.com/5Rabbit,14
Cacao,Stout - American Imperial / Double,10.7,22.0,4.13,2952.0,https://untappd.com/5Rabbit,15
ChocoFrut Piña,Stout - Other,7.1,,3.87,2675.0,https://untappd.com/5Rabbit,16
Arroz Con Leche,Golden Ale,7.5,48.0,3.67,2477.0,https://untappd.com/5Rabbit,17
Chocofrut Zarzamora,Stout - Other,8.5,,3.81,2355.0,https://untappd.com/5Rabbit,18
Paletas Watermelon,Pale Wheat Ale - American,3.5,16.0,3.14,2208.0,https://untappd.com/5Rabbit,19
La Piña De Mis Ojos,Sour - Ale,7.0,18.0,3.92,1884.0,https://untappd.com/5Rabbit,20
Ponche,Barleywine - American,11.5,75.0,3.77,1766.0,https://untappd.com/5Rabbit,21
Naked Rabbit,Pale Ale - American,6.5,45.0,3.66,1755.0,https://untappd.com/5Rabbit,22
Gran Missionario,Witbier,8.3,25.0,3.79,1623.0,https://untappd.com/5Rabbit,23
Chocofrut Mandarina,Stout - Other,7.5,,3.78,1694.0,https://untappd.com/5Rabbit,24
Missionario,Pale Wheat Ale - American,6.8,19.0,3.6,1359.0,https://untappd.com/5Rabbit,25
Venganza De La Panela,Stout - American Imperial / Double,11.1,61.0,3.92,1699.0,https://untappd.com/51stWardBeer,1
The Krispy Karl,Stout - Russian Imperial,10.9,104.0,3.81,1673.0,https://untappd.com/51stWardBeer,2
Control Freak! (Rakau),IPA - Imperial / Double,11.2,90.0,3.76,1075.0,https://untappd.com/51stWardBeer,3
The Krispier Karl (Winter 2014),Stout - Russian Imperial,12.2,90.0,3.98,833.0,https://untappd.com/51stWardBeer,4
What .... Ever,IPA - Imperial / Double,8.5,90.0,3.9,843.0,https://untappd.com/51stWardBeer,5
Pill Hill Vanilla,Porter - Other,6.4,38.0,3.54,642.0,https://untappd.com/51stWardBeer,6
The Intermediate Clerk Typist (Citra),IPA - American,7.7,75.0,3.71,609.0,https://untappd.com/51stWardBeer,7
The Krispy Kascadian,IPA - Black / Cascadian Dark Ale,6.6,74.0,3.66,534.0,https://untappd.com/51stWardBeer,8
Krispy Kaream,Stout - Milk / Sweet,7.8,43.0,3.73,544.0,https://untappd.com/51stWardBeer,9
Me So Mosaic,Pale Ale - American,5.9,51.0,3.74,431.0,https://untappd.com/51stWardBeer,10
The Poll Tax,Scottish Export Ale,7.1,20.0,3.51,422.0,https://untappd.com/51stWardBeer,11
"Venganza de la Azucar de Palma (""Revenge of the Palm Sugar"")",Stout - American Imperial / Double,12.5,68.0,3.94,402.0,https://untappd.com/51stWardBeer,12
The Mayor,Cream Ale,5.7,22.0,3.39,395.0,https://untappd.com/51stWardBeer,13
Timely Parting,Pale Ale - American,6.3,61.0,3.76,395.0,https://untappd.com/51stWardBeer,14
Baseball Head,Pale Wheat Ale - American,5.2,25.0,3.47,386.0,https://untappd.com/51stWardBeer,15
Conscious Sedation,Brown Ale - American,8.0,68.0,3.53,341.0,https://untappd.com/51stWardBeer,16
"""God Country"" Kolsch",Kölsch,5.5,29.0,3.3,320.0,https://untappd.com/51stWardBeer,17
The Bittermann,IPA - English,7.4,43.0,3.58,300.0,https://untappd.com/51stWardBeer,18
The Krispy Karl (Four Roses Barrel Aged),Stout - Russian Imperial,12.9,104.0,3.6,245.0,https://untappd.com/51stWardBeer,19
Scottish Export Style Ale Aged In Four Roses Bourbon Barrels,Scottish Export Ale,7.7,,3.99,244.0,https://untappd.com/51stWardBeer,20
Control Freak (Azacca) ,IPA - Imperial / Double,10.0,90.0,3.71,218.0,https://untappd.com/51stWardBeer,21
Whiskey Hill (Four Roses Bourbon Barrels),Porter - American,6.8,,3.62,230.0,https://untappd.com/51stWardBeer,22
Koko Krispy,Stout - Russian Imperial,12.0,,3.84,141.0,https://untappd.com/51stWardBeer,23
Blue Ward,Porter - Other,,,3.55,110.0,https://untappd.com/51stWardBeer,24
Project Z,Red Ale - American Amber / Red,5.8,,3.75,64.0,https://untappd.com/51stWardBeer,25
Hefeweizen,Hefeweizen,4.6,12.0,4.12,19.0,https://untappd.com/9thHourBrewing,1
Emily's Ale Strawberry Blonde,Fruit Beer,,,4.11,14.0,https://untappd.com/9thHourBrewing,2
IPA,IPA - Session / India Session Ale,5.6,,3.88,10.0,https://untappd.com/9thHourBrewing,3
Porter,Porter - American,,,4.21,12.0,https://untappd.com/9thHourBrewing,4
Ivy League IPA,IPA - New England,7.1,48.0,4.29,12.0,https://untappd.com/9thHourBrewing,5
Munich Helles,Lager - Helles,,,,9.0,https://untappd.com/9thHourBrewing,6
Brown Vs the Board,Brown Ale - American,5.1,20.0,,7.0,https://untappd.com/9thHourBrewing,7
Belgian Wit,Witbier,,,,7.0,https://untappd.com/9thHourBrewing,8
Hallpass Hefeweizen,Hefeweizen,5.0,18.0,,5.0,https://untappd.com/9thHourBrewing,9
Czech Pilsner,Pilsner - Czech,,,,4.0,https://untappd.com/9thHourBrewing,10
Maibock,Maibock / Heller (Helles) Bock,5.6,,,5.0,https://untappd.com/9thHourBrewing,11
Emily's Ale,Blonde Ale,5.7,,,4.0,https://untappd.com/9thHourBrewing,12
Bel Ringer,Belgian Tripel,8.2,32.0,,6.0,https://untappd.com/9thHourBrewing,13
ESB,Extra Special / Strong Bitter,5.6,,,1.0,https://untappd.com/9thHourBrewing,14
Maple Amber,Lager - Amber,,,,4.0,https://untappd.com/9thHourBrewing,15
Oktoberfest,Märzen,5.4328,,,4.0,https://untappd.com/9thHourBrewing,16
Berry Cider,Cider - Other,,,,5.0,https://untappd.com/9thHourBrewing,17
Extra Credit,Cream Ale,5.6,17.0,,5.0,https://untappd.com/9thHourBrewing,18
Market Day,Red Ale - American Amber / Red,4.6,31.0,,5.0,https://untappd.com/9thHourBrewing,19
Belgian Stong,Belgian Strong Golden Ale,9.5,,,4.0,https://untappd.com/9thHourBrewing,20
Schools Out Stout,Stout - Oatmeal,5.35,,,4.0,https://untappd.com/9thHourBrewing,21
Irish Red,Red Ale - Irish,,,,3.0,https://untappd.com/9thHourBrewing,22
Field Day,Maibock / Heller (Helles) Bock,6.1,29.0,,4.0,https://untappd.com/9thHourBrewing,23
Oatmeal Stout,Stout - Oatmeal,6.0,,,2.0,https://untappd.com/9thHourBrewing,24
Octoberfest,Märzen,,,,1.0,https://untappd.com/9thHourBrewing,25
Wonder Beer,Pale Ale - American,5.2,42.0,3.54,2009.0,https://untappd.com/AllRiseBrewing,1
Three Orange Wit,Witbier,7.2,20.0,3.59,2074.0,https://untappd.com/AllRiseBrewing,2
Reverend Bob's Uber IPA,IPA - American,6.9,60.0,3.73,973.0,https://untappd.com/AllRiseBrewing,3
Hopp Squad,IPA - Imperial / Double,10.65,82.0,3.74,635.0,https://untappd.com/AllRiseBrewing,4
Temporary Solution,Porter - Other,6.4,33.0,3.64,568.0,https://untappd.com/AllRiseBrewing,5
Keogh's Tipperary Red,Red Ale - Irish,4.7,27.0,3.5,419.0,https://untappd.com/AllRiseBrewing,6
Fields of Joy,Pale Wheat Ale - American,6.85,45.0,3.59,410.0,https://untappd.com/AllRiseBrewing,7
Schön Gemacht,Hefeweizen,5.5,15.0,3.6,381.0,https://untappd.com/AllRiseBrewing,8
Feder Mond,Kölsch,5.3,22.0,3.6,315.0,https://untappd.com/AllRiseBrewing,9
Backlash Jack,Brown Ale - English,5.7,28.0,3.56,350.0,https://untappd.com/AllRiseBrewing,10
Dizzy Blonde,Blonde Ale,5.2,30.0,3.25,318.0,https://untappd.com/AllRiseBrewing,11
Fool's Golden Ale,Golden Ale,5.1,,3.4,317.0,https://untappd.com/AllRiseBrewing,12
Black Cross,Stout - Imperial / Double,8.8,,3.68,309.0,https://untappd.com/AllRiseBrewing,13
Exploding Sky,Extra Special / Strong Bitter,5.6,35.0,3.53,284.0,https://untappd.com/AllRiseBrewing,14
Coffee Beer,Brown Ale - American,5.5,,3.85,250.0,https://untappd.com/AllRiseBrewing,15
Skyline Sour,Sour - Berliner Weisse,,,3.52,134.0,https://untappd.com/AllRiseBrewing,16
Savage City,Stout - Oatmeal,5.4,28.0,3.71,130.0,https://untappd.com/AllRiseBrewing,17
Black Star,Märzen,5.3,,3.66,127.0,https://untappd.com/AllRiseBrewing,18
Motöbräu,Pilsner - Other,,,3.55,114.0,https://untappd.com/AllRiseBrewing,19
Niceland,Malt Liquor ,6.2,30.0,3.31,80.0,https://untappd.com/AllRiseBrewing,20
Saint Sixtus,Belgian Dubbel,7.4,25.0,3.56,81.0,https://untappd.com/AllRiseBrewing,21
Piston Broke,Barleywine - American,12.0,70.0,3.47,78.0,https://untappd.com/AllRiseBrewing,22
Raven Pale Ale,Pale Ale - American,5.6,35.0,3.42,76.0,https://untappd.com/AllRiseBrewing,23
Oktoberfest,Märzen,,,3.57,65.0,https://untappd.com/AllRiseBrewing,24
Loneman,Lager - American Light,4.8,22.0,3.66,50.0,https://untappd.com/AllRiseBrewing,25
Saison Avec: Passion Fruit,Saison / Farmhouse Ale,4.5,,4.24,144.0,https://untappd.com/AfterthoughtBrewing,1
Saison Avec: Gin Barrel & Yuzu,Saison / Farmhouse Ale,5.0,30.0,4.34,80.0,https://untappd.com/AfterthoughtBrewing,2
Saison Meer: Gin Barrel,Saison / Farmhouse Ale,5.0,,4.22,79.0,https://untappd.com/AfterthoughtBrewing,3
Saison Meer: Rhubarb,Saison / Farmhouse Ale,5.0,,4.23,77.0,https://untappd.com/AfterthoughtBrewing,4
Saison Auran,Saison / Farmhouse Ale,5.0,,4.35,79.0,https://untappd.com/AfterthoughtBrewing,5
Bière De Pieces #2,Saison / Farmhouse Ale,5.0,,4.37,64.0,https://untappd.com/AfterthoughtBrewing,6
Saison Meer,Saison / Farmhouse Ale,5.0,,4.19,73.0,https://untappd.com/AfterthoughtBrewing,7
Petit Meer,Saison / Farmhouse Ale,3.3,30.0,4.36,64.0,https://untappd.com/AfterthoughtBrewing,8
Bière De Pieces #3,Saison / Farmhouse Ale,5.0,,4.41,67.0,https://untappd.com/AfterthoughtBrewing,9
Saison Meer: Gin Barrel & Dandelion,Saison / Farmhouse Ale,5.0,,4.52,54.0,https://untappd.com/AfterthoughtBrewing,10
Saison Amer: Denali & Mosaic,Saison / Farmhouse Ale,4.5,65.0,4.2,65.0,https://untappd.com/AfterthoughtBrewing,11
Faible,Saison / Farmhouse Ale,4.5,,4.66,49.0,https://untappd.com/AfterthoughtBrewing,12
Bière De Pieces #4,Saison / Farmhouse Ale,5.0,,4.33,49.0,https://untappd.com/AfterthoughtBrewing,13
Bière De Pieces #1,Saison / Farmhouse Ale,5.0,,4.17,41.0,https://untappd.com/AfterthoughtBrewing,14
Tradition: Oak-Aged,Saison / Farmhouse Ale,5.0,,4.32,54.0,https://untappd.com/AfterthoughtBrewing,15
Saison Meer: Lilac,Saison / Farmhouse Ale,5.0,30.0,4.55,47.0,https://untappd.com/AfterthoughtBrewing,16
Saison Avec: Lemon Guava,Saison / Farmhouse Ale,5.0,,4.55,46.0,https://untappd.com/AfterthoughtBrewing,17
Saison Avec: Mango,Saison / Farmhouse Ale,5.0,,4.36,43.0,https://untappd.com/AfterthoughtBrewing,18
Farmhouse Mild,Saison / Farmhouse Ale,4.5,35.0,4.44,27.0,https://untappd.com/AfterthoughtBrewing,19
Saison Meer: Black Currant,Saison / Farmhouse Ale,5.0,30.0,4.26,36.0,https://untappd.com/AfterthoughtBrewing,20
Saison Avec: Lime & Yuzu,Saison / Farmhouse Ale,5.0,30.0,4.2,32.0,https://untappd.com/AfterthoughtBrewing,21
Saison Avec: Apricot & Citra,Saison / Farmhouse Ale,5.0,,4.31,28.0,https://untappd.com/AfterthoughtBrewing,22
Saison Avec: Motueka,Saison / Farmhouse Ale,5.0,45.0,4.29,32.0,https://untappd.com/AfterthoughtBrewing,23
Saison Meer: Gin Barrel & Red Currant,Saison / Farmhouse Ale,5.0,25.0,4.49,32.0,https://untappd.com/AfterthoughtBrewing,24
Saison Meer: Dandelion,Saison / Farmhouse Ale,5.0,,4.33,24.0,https://untappd.com/AfterthoughtBrewing,25
ALTERior Motive IPA,IPA - American,6.6,65.0,3.8,3894.0,https://untappd.com/AlterBrewing_Company,1
Hopular Kid,Pale Ale - American,6.5,55.0,3.81,2884.0,https://untappd.com/AlterBrewing_Company,2
Center Line Golden Ale,Golden Ale,5.0,35.0,3.52,1955.0,https://untappd.com/AlterBrewing_Company,3
King Balaton,Fruit Beer,5.1,10.0,3.53,1848.0,https://untappd.com/AlterBrewing_Company,4
Alto Porto Porter,Porter - American,6.8,30.0,3.79,1812.0,https://untappd.com/AlterBrewing_Company,5
Galaxy & the 7-C's,Red Ale - American Amber / Red,7.3,58.0,3.75,1573.0,https://untappd.com/AlterBrewing_Company,6
Mosaic Motive,IPA - American,7.5,60.0,3.83,945.0,https://untappd.com/AlterBrewing_Company,7
Smash Tun,Stout - Imperial / Double,11.0,40.0,3.86,913.0,https://untappd.com/AlterBrewing_Company,8
After Party,Stout - Milk / Sweet,6.0,20.0,3.71,841.0,https://untappd.com/AlterBrewing_Company,9
Citra Motive,IPA - American,7.4,65.0,3.82,726.0,https://untappd.com/AlterBrewing_Company,10
Denali Llama,IPA - Imperial / Double,8.7,65.0,3.73,699.0,https://untappd.com/AlterBrewing_Company,11
Alter'd Beast,IPA - Imperial / Double,8.7,65.0,3.93,669.0,https://untappd.com/AlterBrewing_Company,12
Dan's Brown Ale,Brown Ale - American,6.4,28.0,3.73,519.0,https://untappd.com/AlterBrewing_Company,13
Maibock,Maibock / Heller (Helles) Bock,7.4,35.0,3.59,404.0,https://untappd.com/AlterBrewing_Company,14
Bourbon Barrel Aged Smash Tun - 2017,Stout - Imperial / Double,11.0,35.0,4.14,421.0,https://untappd.com/AlterBrewing_Company,15
Hakuna Motueka,IPA - Imperial / Double,9.0,60.0,3.83,407.0,https://untappd.com/AlterBrewing_Company,16
Festbier,Festbier,6.0,35.0,3.62,342.0,https://untappd.com/AlterBrewing_Company,17
Yob,IPA - International,7.0,55.0,3.69,295.0,https://untappd.com/AlterBrewing_Company,18
Bourbon Barrel Aged Dan's Brown Ale - 2017,Brown Ale - American,6.4,28.0,3.91,285.0,https://untappd.com/AlterBrewing_Company,19
Bourbon Barrel Aged Alto Porto - 2017,Porter - American,7.0,30.0,3.91,288.0,https://untappd.com/AlterBrewing_Company,20
ID7,Pale Ale - American,6.0,55.0,3.52,264.0,https://untappd.com/AlterBrewing_Company,21
King's Blood - 2017,Fruit Beer,5.5,10.0,3.71,251.0,https://untappd.com/AlterBrewing_Company,22
Day Sipper,Pilsner - German,4.9,35.0,3.58,238.0,https://untappd.com/AlterBrewing_Company,23
Motivator,Doppelbock,8.6,22.0,3.71,224.0,https://untappd.com/AlterBrewing_Company,24
Nacho Leche,Spiced / Herbed Beer,4.7,10.0,3.67,133.0,https://untappd.com/AlterBrewing_Company,25
Mary Hoppins Pale Ale,Pale Ale - American,5.4,,3.34,817.0,https://untappd.com/AndersonvilleBrewing,1
Gangster Hopped Up Amber Ale,Red Ale - American Amber / Red,5.6,,3.26,607.0,https://untappd.com/AndersonvilleBrewing,2
Speakeasy Saison,Saison / Farmhouse Ale,6.4,,3.35,480.0,https://untappd.com/AndersonvilleBrewing,3
Blonde Bombshell,Blonde Ale,5.1,,3.15,442.0,https://untappd.com/AndersonvilleBrewing,4
Peanut Butter Porter!,Porter - Other,5.4,,3.35,364.0,https://untappd.com/AndersonvilleBrewing,5
Black Widow,IPA - Black / Cascadian Dark Ale,5.5,,3.32,220.0,https://untappd.com/AndersonvilleBrewing,6
Hippity Hoppity,IPA - American,6.3,,3.16,136.0,https://untappd.com/AndersonvilleBrewing,7
Rye of the Tiger,Rye Beer,6.0,,3.02,105.0,https://untappd.com/AndersonvilleBrewing,8
Van Damme Good Belgian IPA,IPA - Belgian,,,3.38,98.0,https://untappd.com/AndersonvilleBrewing,9
Smokin' Scotty,Scottish Ale,5.3,30.0,3.04,93.0,https://untappd.com/AndersonvilleBrewing,10
Vattentorn,Porter - Baltic,7.0,,3.58,95.0,https://untappd.com/AndersonvilleBrewing,11
Cocoa Hazelnut,Stout - American,5.5,,3.52,78.0,https://untappd.com/AndersonvilleBrewing,12
Sleeping Beauty,Gluten-Free,5.7,,2.72,50.0,https://untappd.com/AndersonvilleBrewing,13
Apricot Saison,Saison / Farmhouse Ale,7.2,,3.53,50.0,https://untappd.com/AndersonvilleBrewing,14
Mary Christmas Spiced Ale,Spiced / Herbed Beer,,,3.41,50.0,https://untappd.com/AndersonvilleBrewing,15
Winter Spice Ale,Winter Ale,6.0,,3.11,46.0,https://untappd.com/AndersonvilleBrewing,16
Saison With Lemongrass,Saison / Farmhouse Ale,,,3.13,51.0,https://untappd.com/AndersonvilleBrewing,17
Sour Bourbon Barrel Stout,Stout - Russian Imperial,10.0,,3.61,49.0,https://untappd.com/AndersonvilleBrewing,18
Chi-Town Pride,Saison / Farmhouse Ale,,,3.39,47.0,https://untappd.com/AndersonvilleBrewing,19
Caramel Apple Ale,Fruit Beer,7.5,,3.11,46.0,https://untappd.com/AndersonvilleBrewing,20
BA Heavenly Barleywine,Barleywine - English,9.5,,3.57,46.0,https://untappd.com/AndersonvilleBrewing,21
Peche Abbey,Belgian Dubbel,6.8,,3.37,45.0,https://untappd.com/AndersonvilleBrewing,22
Betty's Wit,Witbier,5.2,,2.86,42.0,https://untappd.com/AndersonvilleBrewing,23
Mekong Saison,Saison / Farmhouse Ale,5.7,,3.67,36.0,https://untappd.com/AndersonvilleBrewing,24
Session Ipa,IPA - Session / India Session Ale,4.8,,3.53,38.0,https://untappd.com/AndersonvilleBrewing,25
Shad the Calmer,Pale Ale - American,5.5,35.0,3.53,149.0,https://untappd.com/ALULUBrewPub,1
Ghostly Liso,Lager - North American Adjunct,4.5,22.0,3.53,103.0,https://untappd.com/ALULUBrewPub,2
Soko Deep,Porter - Baltic,8.1,,3.7,99.0,https://untappd.com/ALULUBrewPub,3
Soma Fjord,IPA - American,7.0,55.0,3.7,98.0,https://untappd.com/ALULUBrewPub,4
Fox De Locus,Sour - Berliner Weisse,5.3,5.0,3.83,95.0,https://untappd.com/ALULUBrewPub,5
Rue Envy II,IPA - American,6.8,55.0,3.78,71.0,https://untappd.com/ALULUBrewPub,6
Java Waves,Blonde Ale,5.8,35.0,3.64,67.0,https://untappd.com/ALULUBrewPub,7
Binary Daydream,IPA - Imperial / Double,9.5,75.0,3.67,69.0,https://untappd.com/ALULUBrewPub,8
